{'opt': 'adam', 'truncate': -1, 'feat': 'basic', 'activation': ['bi-relu'], 'drates': [0, 0], 'sample': False, 'epoch': 1, 'bias': [1], 'lr': 0.005, 'fepoch': 400, 'hidden': [50], 'data': '', 'norm': 7.0}
['c= ', 'c=!', 'c="', 'c=$', 'c=%', 'c=&', "c='", 'c=(', 'c=)', 'c=*', 'c=+', 'c=,', 'c=-', 'c=.', 'c=/', 'c=0', 'c=1', 'c=2', 'c=3', 'c=4', 'c=5', 'c=6', 'c=7', 'c=8', 'c=9', 'c=:', 'c=;', 'c==', 'c=?', 'c=@', 'c=A', 'c=B', 'c=C', 'c=D', 'c=E', 'c=F', 'c=G', 'c=H', 'c=I', 'c=J', 'c=K', 'c=L', 'c=M', 'c=N', 'c=O', 'c=P', 'c=Q', 'c=R', 'c=S', 'c=T', 'c=U', 'c=V', 'c=W', 'c=X', 'c=Y', 'c=Z', 'c=[', 'c=]', 'c=`', 'c=a', 'c=b', 'c=c', 'c=d', 'c=e', 'c=f', 'c=g', 'c=h', 'c=i', 'c=j', 'c=k', 'c=l', 'c=m', 'c=n', 'c=o', 'c=p', 'c=q', 'c=r', 'c=s', 'c=t', 'c=u', 'c=v', 'c=w', 'c=x', 'c=y', 'c=z']
['b-LOC' 'b-MISC' 'b-ORG' 'b-PER' 'i-LOC' 'i-MISC' 'i-ORG' 'i-PER' 'l-LOC'
 'l-MISC' 'l-ORG' 'l-PER' 'o' 'u-LOC' 'u-MISC' 'u-ORG' 'u-PER']
# of sents:  [14041, 3250, 3453]
# of feats:  85
# of lbls:  17
(1079622, 85) (272309, 85)
(1079622,) (272309,)
14041 3250
...building the model
...training the model
Epoch: 1 Loss: 428358.633620 Error: 0.201629 Time: 90.748480 seconds
Dev Err: 0.211440 Time: 6.398328 seconds
bos	b-LOC	b-MISC	b-ORG	b-PER	i-LOC	i-MISC	i-ORG	i-PER	l-LOC	l-MISC	l-ORG	l-PER	o	u-LOC	u-MISC	u-ORG	u-PER
Dev Err: 0.107808 Time: 6.392670 seconds
bos	b-LOC	b-MISC	b-ORG	b-PER	i-LOC	i-MISC	i-ORG	i-PER	l-LOC	l-MISC	l-ORG	l-PER	o	u-LOC	u-MISC	u-ORG	u-PER
b-LOC	213	0	237	463	0	0	21	0	0	0	0	2	99	80	8	0	0
b-MISC	23	198	360	593	0	0	10	3	0	0	0	25	280	46	40	0	16
b-ORG	43	5	1164	881	0	0	24	0	0	0	0	18	222	82	83	82	18
b-PER	17	2	90	6023	0	0	18	21	1	0	0	83	89	29	3	0	3
i-LOC	3	0	2	5	56	3	119	111	0	0	0	22	56	1	1	0	0
i-MISC	0	1	13	98	3	34	232	123	5	4	14	125	332	5	0	0	0
i-ORG	1	0	69	200	8	3	1084	183	4	0	19	248	480	4	0	18	0
i-PER	0	0	0	50	8	0	13	1247	1	0	0	105	125	17	0	0	0
l-LOC	0	0	0	17	0	0	74	1	337	0	89	583	110	93	0	0	0
l-MISC	0	0	1	28	0	2	101	0	50	169	161	514	438	36	4	0	6
l-ORG	0	0	5	47	0	0	125	4	61	1	1086	861	366	98	2	23	0
l-PER	0	0	0	55	0	0	37	11	43	1	32	7882	151	20	3	19	17
o	8	0	309	1319	1	4	448	483	21	15	66	1541	210545	1143	110	57	147
u-LOC	7	0	242	696	0	0	16	0	1	1	26	359	1252	7513	329	38	248
u-MISC	2	16	244	496	0	0	10	0	5	0	5	296	1006	988	1310	12	56
u-ORG	2	1	197	386	0	0	14	0	0	0	15	208	1184	762	115	2908	361
u-PER	1	2	10	491	0	0	1	2	0	0	2	296	988	876	71	105	1183
bos	B-LOC	B-MISC	B-ORG	B-PER	I-LOC	I-MISC	I-ORG	I-PER	L-LOC	L-MISC	L-ORG	L-PER	O	U-LOC	U-MISC	U-ORG	U-PER
B-LOC	52	0	50	104	0	0	2	0	0	0	0	1	15	15	0	0	0
B-MISC	2	33	70	111	0	0	1	0	0	0	0	6	46	6	3	0	1
B-ORG	6	0	214	151	0	0	2	0	0	0	0	2	35	12	5	15	3
B-PER	3	1	20	1170	0	0	2	0	0	0	0	15	10	4	0	0	0
I-LOC	0	0	0	1	0	0	16	1	0	0	0	5	3	0	0	0	0
I-MISC	0	0	2	16	0	0	30	3	0	0	3	21	40	0	0	0	0
I-ORG	0	0	11	30	0	0	142	2	1	0	3	43	54	3	0	10	0
I-PER	0	0	0	14	0	0	1	15	0	0	0	22	17	4	0	0	0
L-LOC	0	0	0	2	0	0	12	0	69	0	16	110	16	14	0	0	0
L-MISC	0	0	0	5	0	0	26	0	8	26	27	97	82	7	0	0	1
L-ORG	0	0	1	8	0	0	16	0	13	0	184	141	63	14	0	5	0
L-PER	0	0	0	8	0	0	7	0	6	0	7	1176	10	3	1	3	4
O	0	0	61	303	0	0	68	2	4	2	11	306	41789	165	8	15	25
U-LOC	0	0	45	115	0	0	2	0	0	0	5	53	134	1156	40	5	38
U-MISC	1	2	38	75	0	0	2	0	1	0	1	48	119	134	203	5	8
U-ORG	0	0	27	59	0	0	3	0	0	0	2	31	124	109	17	452	56
U-PER	0	1	2	73	0	0	0	0	0	0	0	44	124	126	10	15	209
f1:  (91.29317394182469, 57.754470426409895, 56.91291087766859, 57.330602491892826)
...training the model
Epoch: 1 Loss: 0.510062 Error: 0.133264 Time: 99.519783 seconds
Dev Err: 0.105979 Time: 6.396087 seconds
bos	b-LOC	b-MISC	b-ORG	b-PER	i-LOC	i-MISC	i-ORG	i-PER	l-LOC	l-MISC	l-ORG	l-PER	o	u-LOC	u-MISC	u-ORG	u-PER
b-LOC	258	0	203	443	0	0	19	0	0	0	0	7	119	67	7	0	0
b-MISC	45	108	397	571	0	0	20	2	0	0	1	22	318	53	31	0	26
b-ORG	71	0	1076	890	0	0	34	1	0	0	0	31	273	85	83	57	21
b-PER	17	0	89	5981	0	0	39	17	0	0	0	103	99	28	2	0	4
i-LOC	1	0	4	6	57	7	104	99	0	0	0	30	69	2	0	0	0
i-MISC	0	0	12	91	7	31	217	119	0	8	13	147	333	10	1	0	0
i-ORG	2	0	77	156	11	3	1015	169	13	0	43	272	539	6	1	14	0
i-PER	0	0	0	42	8	0	16	1225	2	0	0	126	126	21	0	0	0
l-LOC	0	0	2	13	0	0	57	3	374	0	109	572	105	69	0	0	0
l-MISC	0	0	1	24	0	3	59	0	47	166	212	505	428	49	10	0	6
l-ORG	0	0	3	31	0	0	100	4	49	0	1127	860	385	101	1	18	0
l-PER	0	0	0	27	0	0	16	9	42	0	58	7937	140	13	5	19	5
o	16	0	218	1164	5	6	317	398	16	13	103	1319	211110	1272	76	64	120
u-LOC	12	1	164	553	0	0	23	0	2	1	40	370	1405	7634	234	43	246
u-MISC	4	12	187	280	0	0	7	0	3	0	11	325	1115	1136	1275	19	72
u-ORG	2	0	121	313	0	0	3	0	0	0	35	203	1394	786	77	2846	373
u-PER	2	0	3	346	0	0	1	2	0	0	14	292	1056	884	63	135	1230
bos	B-LOC	B-MISC	B-ORG	B-PER	I-LOC	I-MISC	I-ORG	I-PER	L-LOC	L-MISC	L-ORG	L-PER	O	U-LOC	U-MISC	U-ORG	U-PER
B-LOC	61	0	41	101	0	0	3	0	0	0	0	0	20	13	0	0	0
B-MISC	7	16	77	105	0	0	3	0	0	0	0	5	53	6	3	0	4
B-ORG	14	0	192	159	0	0	4	0	0	0	0	4	39	12	6	11	4
B-PER	2	0	19	1159	0	0	6	1	0	0	0	19	13	5	0	0	1
I-LOC	0	0	0	1	0	1	13	0	0	0	0	6	5	0	0	0	0
I-MISC	0	0	2	14	0	0	30	1	0	2	1	29	34	2	0	0	0
I-ORG	0	0	12	23	0	0	138	2	3	0	4	45	59	4	0	9	0
I-PER	0	0	0	11	0	0	1	11	1	0	0	27	17	5	0	0	0
L-LOC	0	0	0	2	0	0	11	0	74	0	23	104	15	10	0	0	0
L-MISC	0	0	0	4	0	0	15	0	4	25	42	93	82	10	2	0	2
L-ORG	0	0	0	5	0	0	15	0	8	0	194	143	63	14	0	3	0
L-PER	0	0	0	2	0	0	1	1	7	0	9	1190	9	1	1	3	1
O	4	0	37	278	0	0	59	3	4	3	18	270	41821	219	7	13	23
U-LOC	0	0	28	94	0	0	1	0	0	0	5	53	146	1186	34	7	39
U-MISC	1	2	29	48	0	0	1	0	0	0	1	50	140	163	187	6	9
U-ORG	0	0	18	48	0	0	0	0	0	0	8	29	154	114	10	451	48
U-PER	0	0	0	51	0	0	0	0	0	0	2	44	139	126	10	13	219
f1:  (91.35937074101476, 59.0533169100827, 56.862080650626915, 57.93698748381529)
...training the model
Epoch: 1 Loss: 0.513220 Error: 0.134259 Time: 99.342045 seconds
Dev Err: 0.107507 Time: 6.390516 seconds
bos	b-LOC	b-MISC	b-ORG	b-PER	i-LOC	i-MISC	i-ORG	i-PER	l-LOC	l-MISC	l-ORG	l-PER	o	u-LOC	u-MISC	u-ORG	u-PER
b-LOC	216	0	241	457	0	0	33	0	0	0	0	7	105	55	9	0	0
b-MISC	12	181	316	596	0	0	14	1	0	0	0	21	301	57	68	0	27
b-ORG	26	2	1082	886	0	0	51	0	0	0	0	23	249	89	141	56	17
b-PER	17	0	79	5989	0	0	35	22	0	0	1	113	91	26	3	0	3
i-LOC	1	0	0	4	55	4	120	113	0	0	0	28	53	1	0	0	0
i-MISC	0	0	9	77	1	32	230	135	3	4	14	158	324	0	2	0	0
i-ORG	1	0	55	144	4	5	1085	175	3	0	31	287	514	7	0	10	0
i-PER	0	0	0	28	8	0	10	1249	2	0	0	129	123	17	0	0	0
l-LOC	0	0	0	12	0	0	57	3	334	0	108	640	107	43	0	0	0
l-MISC	0	0	0	25	0	0	82	0	52	175	170	578	393	24	4	0	7
l-ORG	0	0	1	34	0	0	104	1	63	2	1048	1028	315	60	2	20	1
l-PER	0	0	0	27	0	0	10	5	41	1	35	8001	121	4	4	20	2
o	3	0	218	1123	0	10	356	465	21	14	96	1711	210950	949	114	45	142
u-LOC	4	1	177	649	0	0	24	0	4	1	28	553	1355	7277	388	21	246
u-MISC	2	16	146	422	0	0	15	0	0	0	6	391	1022	869	1491	10	56
u-ORG	1	1	135	359	0	0	2	1	3	3	22	302	1408	779	131	2665	341
u-PER	2	2	3	415	0	0	2	2	0	0	10	410	1010	784	91	93	1204
bos	B-LOC	B-MISC	B-ORG	B-PER	I-LOC	I-MISC	I-ORG	I-PER	L-LOC	L-MISC	L-ORG	L-PER	O	U-LOC	U-MISC	U-ORG	U-PER
B-LOC	51	0	50	103	0	0	6	0	0	0	0	2	18	9	0	0	0
B-MISC	1	33	64	109	0	0	3	0	0	0	0	4	45	9	6	0	5
B-ORG	3	0	205	156	0	0	5	0	0	0	0	4	33	15	12	9	3
B-PER	2	0	18	1163	0	0	5	0	0	0	0	20	12	4	0	0	1
I-LOC	0	0	0	0	0	0	16	1	0	0	0	6	3	0	0	0	0
I-MISC	0	0	1	14	0	0	32	1	1	0	2	29	35	0	0	0	0
I-ORG	0	0	7	22	0	0	153	1	0	0	4	47	52	5	0	8	0
I-PER	0	0	0	7	0	0	1	15	1	0	0	28	17	4	0	0	0
L-LOC	0	0	0	2	0	0	9	0	66	0	20	118	17	7	0	0	0
L-MISC	0	0	0	5	0	0	16	0	8	28	34	109	73	4	0	0	2
L-ORG	0	0	0	6	0	0	17	0	10	0	181	168	49	10	0	4	0
L-PER	0	0	0	4	0	0	1	0	8	0	8	1194	6	0	1	3	0
O	0	0	36	264	0	0	62	3	5	2	16	346	41837	139	11	9	29
U-LOC	0	0	32	106	0	0	2	0	1	0	3	82	143	1135	53	1	35
U-MISC	1	2	21	67	0	0	2	0	0	0	1	60	121	126	225	2	9
U-ORG	0	0	19	54	0	0	0	0	2	0	1	44	158	117	18	416	51
U-PER	1	1	0	64	0	0	0	0	0	0	2	55	126	109	16	11	219
f1:  (91.35352984696857, 59.88099531193654, 56.269061335140634, 58.018867924528294)
...training the model
Epoch: 1 Loss: 0.512692 Error: 0.133736 Time: 99.370642 seconds
Dev Err: 0.115560 Time: 6.392911 seconds
bos	b-LOC	b-MISC	b-ORG	b-PER	i-LOC	i-MISC	i-ORG	i-PER	l-LOC	l-MISC	l-ORG	l-PER	o	u-LOC	u-MISC	u-ORG	u-PER
b-LOC	239	0	194	467	0	0	16	1	0	0	0	8	108	84	5	1	0
b-MISC	34	228	262	563	0	0	4	4	0	0	0	31	325	81	34	0	28
b-ORG	57	6	1051	898	0	0	20	2	0	0	0	39	247	123	96	53	30
b-PER	15	0	46	5961	0	0	5	45	0	0	0	117	120	61	1	0	8
i-LOC	1	0	4	3	61	4	92	103	1	0	0	25	81	3	1	0	0
i-MISC	1	3	8	97	7	43	143	154	4	8	12	154	349	6	0	0	0
i-ORG	4	0	65	221	10	6	799	222	13	0	25	292	631	19	0	14	0
i-PER	0	0	0	30	4	0	4	1261	0	0	0	99	148	20	0	0	0
l-LOC	0	0	2	11	0	0	44	5	365	0	55	609	128	85	0	0	0
l-MISC	0	0	0	20	0	2	49	0	68	173	100	590	455	42	2	1	8
l-ORG	0	0	1	49	0	0	53	6	79	0	891	1051	378	128	2	41	0
l-PER	0	0	0	31	0	0	0	14	30	1	17	7971	141	30	1	24	11
o	11	0	154	1534	3	9	150	620	30	14	45	2992	209024	1254	74	73	230
u-LOC	5	0	108	587	0	0	6	0	6	0	3	491	1381	7591	179	36	335
u-MISC	2	16	135	325	0	0	6	2	5	0	3	507	1117	1189	998	19	122
u-ORG	1	0	72	332	0	0	3	0	1	4	20	362	1238	770	52	2883	415
u-PER	3	1	1	302	0	0	0	2	0	0	0	465	966	818	26	142	1302
bos	B-LOC	B-MISC	B-ORG	B-PER	I-LOC	I-MISC	I-ORG	I-PER	L-LOC	L-MISC	L-ORG	L-PER	O	U-LOC	U-MISC	U-ORG	U-PER
B-LOC	59	0	40	104	0	0	3	0	0	0	0	2	15	16	0	0	0
B-MISC	5	36	55	108	0	0	0	0	0	0	0	7	51	11	2	0	4
B-ORG	9	1	201	157	0	0	2	0	0	0	0	5	31	19	6	9	5
B-PER	2	0	10	1164	0	0	0	1	0	0	0	22	14	11	0	0	1
I-LOC	0	0	0	0	0	0	15	0	0	0	0	6	5	0	0	0	0
I-MISC	0	0	2	16	0	2	21	1	1	2	1	31	37	1	0	0	0
I-ORG	1	0	10	35	0	0	114	4	3	0	3	49	67	3	0	10	0
I-PER	0	0	0	6	0	0	1	22	0	0	0	21	18	5	0	0	0
L-LOC	0	0	0	2	0	0	7	0	74	0	11	114	17	14	0	0	0
L-MISC	0	0	0	5	0	0	10	0	13	27	17	111	87	8	0	0	1
L-ORG	0	0	0	9	0	0	9	0	18	0	154	172	58	17	0	8	0
L-PER	0	0	0	6	0	0	0	1	5	0	4	1189	10	3	0	4	3
O	2	0	29	369	0	0	26	20	7	3	6	617	41409	207	7	14	43
U-LOC	0	0	22	89	0	0	0	0	0	0	0	70	155	1178	25	6	48
U-MISC	1	2	21	46	0	0	1	0	0	0	1	82	127	179	155	5	17
U-ORG	0	0	13	50	0	0	1	0	0	0	0	51	141	128	5	430	61
U-PER	1	0	0	50	0	0	0	0	0	0	0	65	121	111	5	20	231
f1:  (90.42677465830769, 57.516453065465875, 56.269061335140634, 56.88591983556013)
...training the model
Epoch: 1 Loss: 0.509485 Error: 0.132536 Time: 99.558212 seconds
Dev Err: 0.120125 Time: 6.417193 seconds
bos	b-LOC	b-MISC	b-ORG	b-PER	i-LOC	i-MISC	i-ORG	i-PER	l-LOC	l-MISC	l-ORG	l-PER	o	u-LOC	u-MISC	u-ORG	u-PER
b-LOC	219	0	202	486	0	0	23	0	0	0	0	9	109	70	5	0	0
b-MISC	21	160	275	664	0	0	10	4	0	0	0	25	298	59	43	0	35
b-ORG	41	3	1009	1029	0	0	26	2	0	0	0	35	227	82	90	53	25
b-PER	17	0	51	6001	0	0	23	52	0	0	0	112	88	28	1	0	6
i-LOC	1	0	3	7	53	2	99	128	0	0	0	25	58	3	0	0	0
i-MISC	0	0	8	101	3	29	181	188	2	12	2	161	298	4	0	0	0
i-ORG	1	0	71	227	4	4	908	287	1	0	24	282	488	8	0	16	0
i-PER	0	0	0	51	5	0	3	1293	0	0	0	91	106	17	0	0	0
l-LOC	0	0	2	14	0	0	65	5	293	0	75	680	110	59	1	0	0
l-MISC	0	0	0	25	0	2	65	0	20	174	122	680	403	12	1	0	6
l-ORG	0	0	6	41	0	0	80	11	38	0	804	1289	302	78	7	23	0
l-PER	0	0	0	48	0	0	21	14	27	0	32	8015	76	9	4	20	5
o	5	0	208	1634	1	4	281	868	7	15	44	3400	208309	1102	66	51	222
u-LOC	8	0	157	659	0	0	18	1	2	1	8	691	1329	7068	266	41	479
u-MISC	2	14	153	457	0	0	5	1	1	0	1	649	1098	836	1067	15	147
u-ORG	4	0	127	393	0	0	8	1	0	0	19	439	1223	612	50	2767	510
u-PER	3	0	2	349	0	0	1	1	0	0	0	587	989	527	40	100	1429
bos	B-LOC	B-MISC	B-ORG	B-PER	I-LOC	I-MISC	I-ORG	I-PER	L-LOC	L-MISC	L-ORG	L-PER	O	U-LOC	U-MISC	U-ORG	U-PER
B-LOC	52	0	42	106	0	0	5	0	0	0	0	1	19	14	0	0	0
B-MISC	3	25	54	124	0	0	2	0	0	0	0	5	50	8	4	0	4
B-ORG	7	0	187	182	0	0	2	0	0	0	0	4	32	13	6	9	3
B-PER	4	0	13	1165	0	0	3	3	0	0	0	22	12	3	0	0	0
I-LOC	0	0	0	2	0	0	13	1	0	0	0	6	4	0	0	0	0
I-MISC	0	0	1	17	0	0	24	4	0	2	0	32	35	0	0	0	0
I-ORG	0	0	12	32	0	0	126	9	0	0	3	45	59	3	0	10	0
I-PER	0	0	0	16	0	0	0	18	0	0	0	19	16	4	0	0	0
L-LOC	0	0	0	3	0	0	12	0	61	0	15	122	17	9	0	0	0
L-MISC	0	0	0	5	0	0	14	0	0	28	25	126	78	2	0	0	1
L-ORG	0	0	0	5	0	0	14	0	5	0	137	213	54	12	0	5	0
L-PER	0	0	0	7	0	0	3	0	6	0	8	1190	5	1	1	3	1
O	0	0	33	367	0	0	52	23	0	3	9	703	41334	172	7	12	44
U-LOC	1	0	28	100	0	0	2	0	0	0	1	102	132	1099	45	5	78
U-MISC	1	2	23	70	0	0	1	0	0	0	0	99	132	124	161	5	19
U-ORG	1	0	19	61	0	0	1	0	0	0	2	61	129	104	7	418	77
U-PER	1	0	0	51	0	0	0	0	0	0	0	86	127	74	6	13	246
f1:  (90.0412756512597, 56.720905553590384, 54.337512707556755, 55.50363447559709)
...training the model
Epoch: 1 Loss: 0.517741 Error: 0.133497 Time: 99.640421 seconds
Dev Err: 0.122467 Time: 6.392380 seconds
bos	b-LOC	b-MISC	b-ORG	b-PER	i-LOC	i-MISC	i-ORG	i-PER	l-LOC	l-MISC	l-ORG	l-PER	o	u-LOC	u-MISC	u-ORG	u-PER
b-LOC	188	0	219	480	0	0	36	0	0	0	1	13	109	72	5	0	0
b-MISC	11	173	295	625	0	0	32	9	0	0	0	25	299	52	50	0	23
b-ORG	21	5	1024	888	0	0	84	6	0	0	0	54	264	91	100	59	26
b-PER	19	0	46	5951	0	0	37	64	0	0	0	124	109	26	0	0	3
i-LOC	1	0	2	4	49	7	118	125	0	0	0	27	44	2	0	0	0
i-MISC	0	0	10	65	3	36	199	175	0	10	7	184	299	0	1	0	0
i-ORG	1	0	24	112	5	4	1105	232	3	0	23	352	439	5	0	16	0
i-PER	0	0	0	36	8	0	7	1285	2	0	0	113	98	17	0	0	0
l-LOC	0	0	2	14	0	1	68	5	290	0	63	713	95	52	1	0	0
l-MISC	0	0	0	17	0	2	93	0	52	171	95	694	380	4	2	0	0
l-ORG	0	0	0	19	0	0	119	10	47	4	781	1374	283	28	0	13	1
l-PER	0	0	0	27	0	0	11	16	38	0	23	8047	74	7	3	20	5
o	4	0	164	1355	2	13	497	825	30	16	104	4038	208186	725	85	36	137
u-LOC	6	0	156	725	0	0	31	3	3	1	31	1052	1415	6807	219	29	250
u-MISC	2	12	176	415	0	0	32	0	2	0	5	749	1088	734	1176	9	46
u-ORG	1	2	112	381	0	0	7	2	1	6	32	577	1367	649	73	2576	367
u-PER	5	1	2	411	0	0	2	3	0	0	1	681	983	661	49	114	1115
bos	B-LOC	B-MISC	B-ORG	B-PER	I-LOC	I-MISC	I-ORG	I-PER	L-LOC	L-MISC	L-ORG	L-PER	O	U-LOC	U-MISC	U-ORG	U-PER
B-LOC	50	0	42	109	0	0	5	0	0	0	0	3	16	14	0	0	0
B-MISC	1	30	62	114	0	0	5	0	0	0	0	5	49	7	4	0	2
B-ORG	4	1	191	157	0	0	10	0	0	0	0	8	39	11	8	11	5
B-PER	4	0	10	1160	0	0	6	3	0	0	0	25	13	4	0	0	0
I-LOC	0	0	0	1	0	0	17	1	0	0	0	6	1	0	0	0	0
I-MISC	0	0	1	10	0	1	26	4	0	2	0	36	35	0	0	0	0
I-ORG	0	0	2	19	0	0	152	3	1	0	3	57	49	3	0	10	0
I-PER	0	0	0	11	0	0	1	17	1	0	0	23	16	4	0	0	0
L-LOC	0	0	0	2	0	0	13	0	60	0	9	129	16	10	0	0	0
L-MISC	0	0	0	3	0	1	24	0	8	28	19	121	75	0	0	0	0
L-ORG	0	0	0	4	0	0	20	0	8	1	139	216	50	3	0	3	1
L-PER	0	0	0	5	0	0	1	1	9	0	4	1194	5	1	1	3	1
O	0	0	29	313	0	0	91	18	7	4	17	802	41312	122	7	10	27
U-LOC	0	0	31	113	0	0	3	0	0	0	3	153	157	1055	39	4	35
U-MISC	1	2	26	63	0	0	4	0	0	0	0	117	132	103	182	4	3
U-ORG	0	0	23	57	0	0	1	0	1	1	5	82	154	105	7	396	48
U-PER	1	0	0	65	0	0	0	1	0	0	0	95	135	86	10	16	195
f1:  (89.87578365328453, 58.991851430737164, 52.74483226025076, 55.69371142320422)
...training the model
Epoch: 1 Loss: 0.512313 Error: 0.133650 Time: 99.672880 seconds
Dev Err: 0.119225 Time: 6.420178 seconds
bos	b-LOC	b-MISC	b-ORG	b-PER	i-LOC	i-MISC	i-ORG	i-PER	l-LOC	l-MISC	l-ORG	l-PER	o	u-LOC	u-MISC	u-ORG	u-PER
b-LOC	243	0	174	490	0	0	11	0	0	0	0	7	116	79	3	0	0
b-MISC	26	179	255	664	0	0	7	2	0	0	0	28	310	70	36	0	17
b-ORG	52	5	960	1035	0	0	15	3	0	0	0	44	256	89	77	54	32
b-PER	26	0	42	6008	0	0	2	51	0	0	0	122	105	16	3	0	4
i-LOC	1	0	0	6	53	6	94	118	0	0	0	27	70	3	1	0	0
i-MISC	0	0	5	95	3	33	151	171	3	4	15	175	334	0	0	0	0
i-ORG	1	0	42	269	4	6	760	288	4	0	27	335	561	15	0	9	0
i-PER	0	0	0	46	6	0	1	1268	0	0	0	103	125	17	0	0	0
l-LOC	0	0	0	26	0	0	52	7	325	0	69	628	128	69	0	0	0
l-MISC	0	0	0	23	0	1	49	0	49	162	92	693	422	14	1	0	4
l-ORG	0	0	1	43	0	0	46	12	50	2	750	1312	375	70	4	14	0
l-PER	0	0	0	48	0	0	3	26	35	0	24	7982	107	14	2	22	8
o	8	1	169	1795	1	9	152	730	23	15	38	2756	209192	1077	64	49	138
u-LOC	8	1	126	775	0	0	3	0	6	0	5	649	1526	7030	251	33	315
u-MISC	2	10	173	443	0	0	5	1	0	0	0	599	1232	939	941	10	91
u-ORG	5	1	99	400	0	0	5	0	1	0	11	473	1357	666	63	2693	379
u-PER	3	0	0	425	0	0	0	3	0	0	0	551	1064	615	33	70	1264
bos	B-LOC	B-MISC	B-ORG	B-PER	I-LOC	I-MISC	I-ORG	I-PER	L-LOC	L-MISC	L-ORG	L-PER	O	U-LOC	U-MISC	U-ORG	U-PER
B-LOC	62	0	34	107	0	0	2	0	0	0	0	1	18	15	0	0	0
B-MISC	5	27	48	121	0	0	2	0	0	0	0	6	51	13	5	0	1
B-ORG	6	1	179	180	0	0	2	0	0	0	0	5	38	13	6	9	6
B-PER	5	0	9	1173	0	0	0	2	0	0	0	21	13	2	0	0	0
I-LOC	0	0	0	1	0	0	14	1	0	0	0	7	3	0	0	0	0
I-MISC	0	0	1	16	0	0	22	2	0	0	3	34	37	0	0	0	0
I-ORG	0	0	8	38	0	0	111	5	0	0	3	57	64	6	0	7	0
I-PER	0	0	0	15	0	0	0	15	0	0	0	23	16	4	0	0	0
L-LOC	0	0	0	4	0	0	8	0	69	0	11	117	18	12	0	0	0
L-MISC	0	0	0	4	0	1	12	0	10	23	17	132	77	2	0	0	1
L-ORG	0	0	0	10	0	0	6	0	8	0	132	220	55	11	0	3	0
L-PER	0	0	0	8	0	0	1	1	7	0	7	1186	8	1	1	4	1
O	1	0	30	401	0	0	27	12	6	3	7	572	41489	157	6	15	33
U-LOC	0	0	22	125	0	0	0	0	1	0	1	94	163	1093	40	4	50
U-MISC	1	2	26	69	0	0	1	0	0	0	0	95	149	136	143	4	11
U-ORG	0	0	18	62	0	0	1	0	0	0	2	71	157	109	9	400	51
U-PER	1	0	0	62	0	0	0	1	0	0	0	79	148	86	3	9	215
f1:  (90.17756317900393, 56.3004122602617, 53.219247712639785, 54.71648811079174)
...training the model
Epoch: 1 Loss: 0.511361 Error: 0.133201 Time: 99.590818 seconds
Dev Err: 0.119364 Time: 6.393095 seconds
bos	b-LOC	b-MISC	b-ORG	b-PER	i-LOC	i-MISC	i-ORG	i-PER	l-LOC	l-MISC	l-ORG	l-PER	o	u-LOC	u-MISC	u-ORG	u-PER
b-LOC	239	0	195	485	0	0	18	0	0	0	0	9	98	73	6	0	0
b-MISC	43	220	285	609	0	0	6	3	0	0	0	28	267	64	46	0	23
b-ORG	73	7	996	977	0	0	18	1	0	0	0	37	245	95	84	80	9
b-PER	16	0	59	5977	0	0	6	56	0	0	0	115	112	35	1	0	2
i-LOC	3	0	2	7	65	7	92	114	0	0	0	27	60	1	1	0	0
i-MISC	0	2	16	86	5	38	172	174	3	12	4	168	299	6	4	0	0
i-ORG	2	0	45	284	10	8	806	273	9	0	15	338	500	13	1	17	0
i-PER	0	0	0	50	6	1	1	1255	3	0	0	115	118	17	0	0	0
l-LOC	0	0	2	25	0	0	51	9	325	0	59	639	103	91	0	0	0
l-MISC	0	0	0	33	0	3	83	0	55	166	81	656	387	22	20	0	4
l-ORG	0	0	1	56	0	0	71	10	75	0	723	1312	325	82	1	22	1
l-PER	0	0	0	68	0	0	8	27	53	0	17	7976	87	7	5	20	3
o	12	3	208	1771	5	16	231	972	26	12	34	3000	208664	1008	95	46	114
u-LOC	15	4	158	873	0	0	6	1	8	1	14	552	1290	7205	277	34	290
u-MISC	3	16	179	522	0	0	7	0	3	0	0	442	1046	938	1206	9	75
u-ORG	3	2	118	438	0	0	2	1	1	0	5	368	1306	694	81	2784	350
u-PER	3	2	4	462	0	0	0	3	0	0	0	438	1073	719	60	104	1160
bos	B-LOC	B-MISC	B-ORG	B-PER	I-LOC	I-MISC	I-ORG	I-PER	L-LOC	L-MISC	L-ORG	L-PER	O	U-LOC	U-MISC	U-ORG	U-PER
B-LOC	57	0	38	109	0	0	3	0	0	0	0	3	15	14	0	0	0
B-MISC	5	36	56	113	0	0	1	0	0	0	0	5	45	12	4	0	2
B-ORG	14	1	177	172	0	0	2	0	0	0	0	6	40	13	7	12	1
B-PER	3	0	13	1164	0	0	0	5	0	0	0	21	15	3	0	0	1
I-LOC	0	0	0	2	0	0	13	1	0	0	0	6	4	0	0	0	0
I-MISC	0	1	3	15	0	1	22	3	1	2	0	32	33	2	0	0	0
I-ORG	0	0	7	45	0	0	112	5	2	0	2	58	55	3	0	10	0
I-PER	0	0	0	14	0	0	0	17	1	0	0	24	13	4	0	0	0
L-LOC	0	0	0	5	0	0	9	1	68	0	12	116	15	13	0	0	0
