{'opt': 'adam', 'truncate': -1, 'feat': 'basic_seg_cap', 'activation': ['bi-relu'], 'drates': [0, 0], 'sample': False, 'epoch': 1, 'bias': [1], 'lr': 0.005, 'fepoch': 300, 'hidden': [50], 'data': '', 'norm': 7.0}
['c= ', 'c=!', 'c="', 'c=$', 'c=%', 'c=&', "c='", 'c=(', 'c=)', 'c=*', 'c=+', 'c=,', 'c=-', 'c=.', 'c=/', 'c=0', 'c=1', 'c=2', 'c=3', 'c=4', 'c=5', 'c=6', 'c=7', 'c=8', 'c=9', 'c=:', 'c=;', 'c==', 'c=?', 'c=@', 'c=A', 'c=B', 'c=C', 'c=D', 'c=E', 'c=F', 'c=G', 'c=H', 'c=I', 'c=J', 'c=K', 'c=L', 'c=M', 'c=N', 'c=O', 'c=P', 'c=Q', 'c=R', 'c=S', 'c=T', 'c=U', 'c=V', 'c=W', 'c=X', 'c=Y', 'c=Z', 'c=[', 'c=]', 'c=`', 'c=a', 'c=b', 'c=c', 'c=d', 'c=e', 'c=f', 'c=g', 'c=h', 'c=i', 'c=j', 'c=k', 'c=l', 'c=m', 'c=n', 'c=o', 'c=p', 'c=q', 'c=r', 'c=s', 'c=t', 'c=u', 'c=v', 'c=w', 'c=x', 'c=y', 'c=z', 'is_capital', 'isspace', 'wend', 'wstart']
['b-LOC' 'b-MISC' 'b-ORG' 'b-PER' 'i-LOC' 'i-MISC' 'i-ORG' 'i-PER' 'l-LOC'
 'l-MISC' 'l-ORG' 'l-PER' 'o' 'u-LOC' 'u-MISC' 'u-ORG' 'u-PER']
# of sents:  [14041, 3250, 3453]
# of feats:  89
# of lbls:  17
(1079622, 89) (272309, 89)
(1079622,) (272309,)
14041 3250
...building the model
...training the model
Epoch: 1 Loss: 256391.778696 Error: 0.200156 Time: 136.234187 seconds
Dev Err: 0.376337 Time: 8.707991 seconds
bos	b-LOC	b-MISC	b-ORG	b-PER	i-LOC	i-MISC	i-ORG	i-PER	l-LOC	l-MISC	l-ORG	l-PER	o	u-LOC	u-MISC	u-ORG	u-PER
u-MISC	23	39	57	246	0	1	6	0	4	3	8	229	409	799	2244	53	325
u-ORG	11	2	42	63	0	0	2	2	3	6	18	155	388	1003	171	3326	961
u-PER	0	0	4	54	0	0	0	1	4	1	10	330	544	976	60	104	1940
bos	B-LOC	B-MISC	B-ORG	B-PER	I-LOC	I-MISC	I-ORG	I-PER	L-LOC	L-MISC	L-ORG	L-PER	O	U-LOC	U-MISC	U-ORG	U-PER
B-LOC	110	3	19	81	0	0	1	0	1	0	0	0	12	7	0	3	2
B-MISC	52	50	46	69	0	0	2	0	0	0	1	3	37	7	6	1	5
B-ORG	45	4	216	126	0	0	4	0	0	0	0	1	16	14	2	13	4
B-PER	15	0	4	1178	0	0	3	7	0	0	0	6	5	3	0	1	3
I-LOC	0	0	0	1	0	3	14	4	2	0	0	0	2	0	0	0	0
I-MISC	0	4	1	17	0	5	27	14	8	0	1	7	31	0	0	0	0
I-ORG	2	0	14	13	0	5	164	23	8	0	12	14	37	4	0	2	1
I-PER	0	0	0	4	0	0	1	38	0	0	0	8	16	5	0	0	1
L-LOC	0	0	0	1	0	0	1	2	126	2	16	74	11	5	1	0	0
L-MISC	0	0	0	0	0	0	4	0	62	41	26	79	51	13	1	1	1
L-ORG	0	0	4	0	0	0	6	0	39	4	221	124	27	15	1	4	0
L-PER	0	0	0	1	0	0	0	2	18	0	5	1182	5	4	1	4	3
O	8	3	20	199	0	3	28	24	18	6	15	165	41954	200	24	23	69
U-LOC	8	4	4	20	0	0	0	0	4	0	2	42	78	1263	73	12	83
U-MISC	3	5	8	38	0	0	1	0	1	0	1	32	50	107	337	12	42
U-ORG	1	0	8	8	0	0	1	1	1	1	4	18	48	145	31	483	130
U-PER	0	0	1	4	0	0	0	0	0	0	2	46	86	137	9	14	305
f1:  (92.8176472878782, 63.72338669747483, 65.41850220264317, 64.55981941309254)
...training the model
Epoch: 1 Loss: 0.371572 Error: 0.104804 Time: 135.702359 seconds
Dev Err: 0.077820 Time: 8.387384 seconds
bos	b-LOC	b-MISC	b-ORG	b-PER	i-LOC	i-MISC	i-ORG	i-PER	l-LOC	l-MISC	l-ORG	l-PER	o	u-LOC	u-MISC	u-ORG	u-PER
b-LOC	485	17	129	334	0	0	9	0	4	0	4	0	62	53	4	15	7
b-MISC	220	409	337	290	0	1	13	1	1	0	0	12	145	60	68	6	31
b-ORG	148	58	1420	573	0	0	17	1	0	0	0	4	92	108	85	88	28
b-PER	58	3	66	6092	0	0	27	48	0	0	0	21	21	22	0	0	21
i-LOC	0	1	1	4	120	23	88	80	12	0	0	0	50	0	0	0	0
i-MISC	10	16	8	51	46	96	316	84	41	7	15	18	273	1	4	0	3
i-ORG	12	1	90	57	43	37	1398	161	32	1	103	47	270	49	0	11	9
i-PER	0	0	0	14	14	1	24	1365	0	0	0	44	78	21	0	0	5
l-LOC	0	0	0	4	0	1	12	8	654	19	128	360	64	36	18	0	0
l-MISC	0	0	0	0	0	2	24	0	208	339	264	347	218	68	11	6	23
l-ORG	0	0	4	0	0	9	34	0	154	77	1492	647	98	118	12	34	0
l-PER	0	0	0	8	0	0	0	11	78	7	71	7991	13	35	8	26	23
o	18	15	168	678	13	23	198	173	49	42	94	392	212295	1155	410	113	381
u-LOC	19	12	27	52	0	0	0	0	24	0	10	136	517	8730	610	82	509
u-MISC	9	20	66	106	0	0	5	0	4	3	12	168	262	633	2899	69	190
u-ORG	2	6	35	40	0	0	0	0	2	5	19	87	353	1028	321	3433	822
u-PER	0	2	2	46	0	0	0	1	6	3	13	209	469	1136	122	119	1900
bos	B-LOC	B-MISC	B-ORG	B-PER	I-LOC	I-MISC	I-ORG	I-PER	L-LOC	L-MISC	L-ORG	L-PER	O	U-LOC	U-MISC	U-ORG	U-PER
B-LOC	115	5	18	74	0	0	1	0	1	0	0	0	14	7	1	2	1
B-MISC	41	76	55	53	0	0	3	0	0	0	0	2	26	9	8	2	4
B-ORG	24	7	256	103	0	0	2	0	0	0	0	1	16	14	6	13	3
B-PER	13	0	11	1174	0	0	6	7	0	0	0	2	4	3	0	0	5
I-LOC	0	0	0	1	0	3	12	3	2	0	0	0	5	0	0	0	0
I-MISC	1	4	1	8	0	4	45	4	8	1	2	2	33	0	1	0	1
I-ORG	2	0	17	9	1	7	174	11	4	0	16	7	42	5	0	3	1
I-PER	0	0	0	4	0	0	2	38	0	0	0	8	15	5	0	0	1
L-LOC	0	0	0	1	0	0	3	1	130	4	19	62	12	5	2	0	0
L-MISC	0	0	0	0	0	0	4	0	49	58	45	54	50	12	2	1	4
L-ORG	0	0	0	0	0	2	5	0	34	5	241	101	29	20	2	6	0
L-PER	0	0	0	1	0	0	0	2	15	2	10	1179	5	3	1	4	3
O	4	2	26	144	0	2	27	10	10	6	15	66	42148	172	51	18	58
U-LOC	3	4	6	7	0	0	0	0	2	0	2	18	74	1292	97	13	75
U-MISC	0	2	10	18	0	0	1	0	1	0	2	21	31	81	426	17	27
U-ORG	0	1	7	3	0	0	0	0	1	1	3	12	44	143	52	498	115
U-PER	0	0	0	5	0	0	0	0	1	0	2	27	72	157	18	16	306
f1:  (93.67820567734901, 65.81532416502947, 68.11250423585226, 66.94421315570358)
...training the model
Epoch: 1 Loss: 0.372165 Error: 0.104977 Time: 135.104395 seconds
Dev Err: 0.086604 Time: 8.379615 seconds
bos	b-LOC	b-MISC	b-ORG	b-PER	i-LOC	i-MISC	i-ORG	i-PER	l-LOC	l-MISC	l-ORG	l-PER	o	u-LOC	u-MISC	u-ORG	u-PER
b-LOC	517	8	81	371	0	0	9	0	4	0	6	0	62	39	0	19	7
b-MISC	298	263	271	403	0	0	19	1	2	0	1	15	192	46	35	4	44
b-ORG	282	10	1221	714	0	0	47	1	6	0	0	8	82	107	25	90	29
b-PER	52	1	38	6098	2	0	22	85	0	0	0	45	17	5	0	4	10
i-LOC	1	0	1	6	119	11	93	98	12	0	0	0	38	0	0	0	0
i-MISC	9	8	9	62	63	56	283	137	49	3	5	31	271	0	0	0	3
i-ORG	14	0	62	64	54	10	1417	238	34	0	98	68	210	31	0	9	12
i-PER	0	0	0	16	18	1	15	1380	0	0	0	41	68	22	0	0	5
l-LOC	0	0	0	2	0	0	10	13	682	12	97	391	57	27	12	1	0
l-MISC	0	0	0	2	0	2	39	2	282	254	198	422	220	59	6	2	22
l-ORG	0	0	5	1	0	0	39	0	234	45	1363	785	93	90	5	19	0
l-PER	0	0	0	7	0	0	0	15	111	1	27	8031	14	30	5	19	11
o	33	7	156	977	21	15	261	321	90	46	110	966	211206	1296	194	127	391
u-LOC	38	7	23	142	0	0	1	0	73	0	20	400	525	8434	333	58	674
u-MISC	29	22	66	209	0	0	8	0	18	8	32	282	348	801	2308	61	254
u-ORG	10	3	29	63	0	1	4	1	10	4	52	239	364	950	157	3359	907
u-PER	0	2	3	65	0	0	1	0	7	2	11	427	498	837	57	100	2018
bos	B-LOC	B-MISC	B-ORG	B-PER	I-LOC	I-MISC	I-ORG	I-PER	L-LOC	L-MISC	L-ORG	L-PER	O	U-LOC	U-MISC	U-ORG	U-PER
B-LOC	115	2	13	84	0	0	1	0	1	0	1	0	12	5	0	3	2
B-MISC	56	42	46	73	0	0	2	0	1	0	0	3	39	5	4	1	7
B-ORG	53	2	209	123	0	0	6	0	1	0	0	1	14	17	2	13	4
B-PER	14	0	6	1172	1	0	3	13	0	0	0	8	4	1	0	1	2
I-LOC	0	0	0	2	0	1	15	3	2	0	0	0	3	0	0	0	0
I-MISC	0	3	1	8	0	3	39	12	9	0	1	5	33	0	0	0	1
I-ORG	2	0	14	10	0	2	179	20	8	0	13	10	33	4	0	2	2
I-PER	0	0	0	4	0	0	1	40	0	0	0	8	14	5	0	0	1
L-LOC	0	0	0	0	0	0	3	2	135	3	14	67	11	3	1	0	0
L-MISC	0	0	0	1	0	1	5	0	66	38	31	71	51	10	1	0	4
L-ORG	0	0	0	0	0	0	5	0	44	2	222	124	30	15	1	2	0
L-PER	0	0	0	1	0	0	0	2	23	0	6	1179	5	4	1	3	1
O	7	1	21	190	0	2	46	25	22	6	13	157	41975	180	25	27	62
U-LOC	7	1	1	20	0	0	0	0	10	0	3	53	74	1252	63	9	100
U-MISC	3	3	10	34	0	0	2	0	6	1	4	34	43	102	342	14	39
U-ORG	1	1	7	7	0	1	0	0	3	1	5	26	42	136	26	496	128
U-PER	0	0	0	4	0	0	0	0	1	0	2	59	74	114	9	14	327
f1:  (92.92083641602741, 64.9069884364002, 65.6218231108099, 65.26244839497852)
...training the model
Epoch: 1 Loss: 0.367672 Error: 0.104086 Time: 135.159942 seconds
Dev Err: 0.082682 Time: 8.398217 seconds
bos	b-LOC	b-MISC	b-ORG	b-PER	i-LOC	i-MISC	i-ORG	i-PER	l-LOC	l-MISC	l-ORG	l-PER	o	u-LOC	u-MISC	u-ORG	u-PER
b-LOC	534	9	78	357	0	0	7	0	3	0	4	0	67	38	3	14	9
b-MISC	356	353	221	364	0	0	11	1	3	0	0	11	157	54	41	4	18
b-ORG	341	18	1231	673	0	0	19	0	6	0	0	8	97	80	38	88	23
b-PER	68	0	39	6112	1	0	20	67	0	0	0	23	16	9	0	4	20
i-LOC	1	0	1	9	127	19	84	85	12	0	0	0	41	0	0	0	0
i-MISC	13	18	7	111	66	89	235	104	38	7	11	24	266	0	0	0	0
i-ORG	15	1	76	86	63	27	1363	193	37	0	83	62	252	36	1	18	8
i-PER	1	0	0	18	20	0	21	1366	0	0	0	53	61	21	0	0	5
l-LOC	0	0	0	4	0	1	12	9	699	12	87	364	63	33	17	1	2
l-MISC	0	0	0	0	0	1	39	0	268	297	213	372	218	76	13	0	13
l-ORG	0	0	9	2	0	5	40	1	215	47	1360	728	124	125	4	16	3
l-PER	0	0	0	12	0	0	0	9	115	2	35	8007	13	38	5	25	10
o	46	10	113	973	20	20	200	265	85	34	95	596	211894	1207	231	91	337
u-LOC	67	9	19	94	0	0	0	0	43	0	10	170	650	8426	432	92	716
u-MISC	35	28	59	207	0	0	5	0	9	2	9	187	393	712	2441	59	300
u-ORG	23	3	30	56	0	1	0	1	11	2	20	87	435	925	201	3406	952
u-PER	0	0	3	86	0	0	0	0	5	1	15	206	557	842	85	139	2089
bos	B-LOC	B-MISC	B-ORG	B-PER	I-LOC	I-MISC	I-ORG	I-PER	L-LOC	L-MISC	L-ORG	L-PER	O	U-LOC	U-MISC	U-ORG	U-PER
B-LOC	119	3	12	79	0	0	1	0	1	0	1	0	14	4	1	3	1
B-MISC	71	63	30	66	0	0	2	0	1	0	0	2	28	8	5	1	2
B-ORG	67	2	209	117	0	0	3	0	1	0	0	1	16	9	4	13	3
B-PER	16	0	6	1175	0	0	3	13	0	0	0	3	4	1	0	1	3
I-LOC	0	0	0	2	0	2	16	2	2	0	0	0	2	0	0	0	0
I-MISC	2	4	1	18	0	2	35	6	7	0	2	4	34	0	0	0	0
I-ORG	3	0	12	13	0	5	172	15	9	0	11	9	38	4	0	7	1
I-PER	0	0	0	4	0	0	2	35	0	0	0	11	15	5	0	0	1
L-LOC	0	0	0	1	0	0	3	1	139	3	13	62	11	4	2	0	0
L-MISC	0	0	0	0	0	0	5	0	61	50	35	59	51	14	2	0	2
L-ORG	0	0	1	0	0	1	5	0	41	5	222	111	34	22	1	2	0
L-PER	0	0	0	2	0	0	0	1	24	0	6	1176	5	5	1	4	1
O	7	2	14	194	1	2	34	19	19	5	16	105	42072	177	31	16	45
U-LOC	12	2	3	15	0	0	0	0	4	0	2	24	87	1259	74	15	96
U-MISC	4	4	8	36	0	0	1	0	2	0	1	24	48	93	360	14	42
U-ORG	3	1	5	7	0	1	0	0	2	1	2	12	51	142	30	497	126
U-PER	0	0	0	11	0	0	0	0	1	0	2	26	85	115	14	23	327
f1:  (93.21482808301857, 64.48258788578973, 66.19789901728228, 65.32898587074659)
...training the model
Epoch: 1 Loss: 0.373912 Error: 0.105172 Time: 134.994621 seconds
Dev Err: 0.085789 Time: 8.406454 seconds
bos	b-LOC	b-MISC	b-ORG	b-PER	i-LOC	i-MISC	i-ORG	i-PER	l-LOC	l-MISC	l-ORG	l-PER	o	u-LOC	u-MISC	u-ORG	u-PER
b-LOC	527	8	90	354	0	0	9	0	4	0	6	0	68	42	0	12	3
b-MISC	335	335	256	355	0	0	20	3	2	0	2	14	158	49	38	2	25
b-ORG	303	22	1270	651	0	0	34	1	0	0	0	7	86	92	38	81	37
b-PER	49	1	31	6131	0	0	24	72	0	0	0	21	19	11	0	4	16
i-LOC	1	0	0	6	125	15	96	87	12	0	0	0	37	0	0	0	0
i-MISC	16	19	5	65	61	65	305	111	50	6	4	25	255	0	0	0	2
i-ORG	16	0	66	84	56	14	1448	190	25	0	87	52	226	41	0	6	10
i-PER	1	0	0	20	11	0	22	1386	0	0	0	40	61	20	0	0	5
l-LOC	0	0	0	5	0	1	15	8	675	9	116	367	61	30	14	3	0
l-MISC	0	0	0	0	0	3	62	4	252	276	260	339	224	68	5	4	13
l-ORG	1	0	1	1	0	5	52	0	197	29	1514	653	109	105	4	8	0
l-PER	0	0	0	15	0	0	0	16	84	4	39	8016	17	39	5	19	17
o	47	11	144	1099	25	28	257	304	114	38	139	700	211146	1588	205	105	267
u-LOC	89	30	21	180	0	0	1	0	38	0	20	180	563	8708	389	61	448
u-MISC	55	37	55	296	0	0	7	0	10	4	18	168	349	854	2359	58	176
u-ORG	21	4	31	76	0	2	1	0	11	6	28	94	408	1201	154	3315	801
u-PER	0	2	2	124	0	0	1	0	5	2	15	248	518	1287	80	92	1652
bos	B-LOC	B-MISC	B-ORG	B-PER	I-LOC	I-MISC	I-ORG	I-PER	L-LOC	L-MISC	L-ORG	L-PER	O	U-LOC	U-MISC	U-ORG	U-PER
B-LOC	117	2	15	80	0	0	1	0	1	0	1	0	14	5	0	3	0
B-MISC	61	62	35	63	0	0	4	1	1	0	0	3	34	7	5	1	2
B-ORG	53	3	218	116	0	0	4	0	0	0	0	1	14	14	4	13	5
B-PER	12	0	4	1179	0	0	5	12	0	0	0	2	5	2	0	1	3
I-LOC	0	0	0	2	0	1	17	2	2	0	0	0	2	0	0	0	0
I-MISC	3	5	0	8	0	2	41	9	9	2	0	4	31	0	0	0	1
I-ORG	3	0	13	12	1	2	181	15	6	0	11	9	38	5	0	2	1
I-PER	0	0	0	5	0	0	2	39	0	0	0	7	14	5	0	0	1
L-LOC	0	0	0	1	0	1	3	1	134	0	16	65	12	4	2	0	0
L-MISC	0	0	0	0	0	0	7	0	59	46	42	59	51	13	1	0	1
L-ORG	0	0	0	0	0	1	6	0	41	1	245	103	28	18	1	1	0
L-PER	0	0	0	2	0	0	0	2	16	0	7	1182	6	4	1	3	2
O	6	2	19	210	0	3	56	22	25	6	20	122	41956	225	29	18	40
U-LOC	14	6	3	27	0	0	0	0	4	0	4	25	75	1295	66	11	63
U-MISC	7	4	9	48	0	0	1	0	2	1	2	21	41	111	349	16	25
U-ORG	2	1	3	11	0	1	0	0	3	1	5	11	51	177	27	478	109
U-PER	0	1	0	16	0	0	0	0	0	0	2	35	79	185	14	14	258
f1:  (92.95004088625832, 63.204456094364346, 65.3676719756015, 64.26786606696653)
...training the model
Epoch: 1 Loss: 0.372456 Error: 0.105161 Time: 134.900596 seconds
Dev Err: 0.084265 Time: 8.404345 seconds
bos	b-LOC	b-MISC	b-ORG	b-PER	i-LOC	i-MISC	i-ORG	i-PER	l-LOC	l-MISC	l-ORG	l-PER	o	u-LOC	u-MISC	u-ORG	u-PER
b-LOC	467	17	104	388	0	1	9	0	4	0	8	0	65	36	1	13	10
b-MISC	274	339	240	401	0	1	16	2	3	0	1	14	178	51	36	3	35
b-ORG	213	71	1159	741	0	1	24	13	5	0	2	10	106	96	62	74	45
b-PER	47	0	31	6130	1	0	20	67	0	0	0	34	20	10	0	4	15
i-LOC	1	0	1	4	109	23	85	98	12	0	0	0	46	0	0	0	0
i-MISC	9	6	7	115	52	76	240	119	33	6	15	25	286	0	0	0	0
i-ORG	18	0	61	105	45	37	1278	228	31	2	95	64	293	49	0	12	3
i-PER	0	0	0	27	12	0	16	1366	0	0	0	44	74	22	0	0	5
l-LOC	0	0	0	4	0	1	10	11	622	12	117	405	72	32	16	0	2
l-MISC	0	0	0	1	0	1	13	3	193	295	258	423	231	59	10	4	19
l-ORG	0	0	9	1	0	3	28	0	162	39	1436	745	113	107	5	31	0
l-PER	0	0	0	7	0	0	0	11	80	4	37	8041	13	40	5	26	7
o	24	19	109	1073	10	18	148	302	47	32	101	572	211933	1117	193	110	409
u-LOC	29	11	16	102	0	0	0	0	52	1	40	302	610	8421	386	92	666
u-MISC	18	30	46	168	0	1	9	0	13	3	19	251	430	815	2303	61	279
u-ORG	9	3	27	59	0	2	2	0	6	2	26	184	460	947	159	3317	950
u-PER	0	2	2	68	0	0	0	0	5	2	16	319	468	906	61	108	2071
bos	B-LOC	B-MISC	B-ORG	B-PER	I-LOC	I-MISC	I-ORG	I-PER	L-LOC	L-MISC	L-ORG	L-PER	O	U-LOC	U-MISC	U-ORG	U-PER
B-LOC	107	5	16	86	0	0	1	0	1	0	1	0	11	7	0	2	2
B-MISC	53	63	34	76	0	0	2	0	1	0	0	3	30	9	3	1	4
B-ORG	38	10	203	132	0	0	4	2	1	0	0	1	16	15	5	13	5
B-PER	11	0	4	1180	0	0	4	12	0	0	0	5	5	1	0	1	2
I-LOC	0	0	0	1	0	3	13	4	2	0	0	0	3	0	0	0	0
I-MISC	1	1	1	19	0	2	37	5	8	1	0	4	36	0	0	0	0
I-ORG	3	0	13	18	0	3	164	16	7	0	13	11	43	5	0	3	0
I-PER	0	0	0	7	0	0	2	34	0	0	0	8	16	5	0	0	1
L-LOC	0	0	0	1	0	1	2	2	122	2	17	72	14	4	2	0	0
L-MISC	0	0	0	0	0	0	2	0	46	46	43	73	52	11	2	1	3
L-ORG	0	0	1	0	0	0	5	0	35	1	233	117	31	18	1	3	0
L-PER	0	0	0	1	0	0	0	2	17	0	6	1184	5	5	1	4	0
O	3	3	15	220	0	2	23	18	10	4	17	101	42076	170	25	17	55
U-LOC	4	4	2	14	0	0	0	0	7	0	7	43	81	1261	58	16	96
U-MISC	2	3	8	27	0	0	2	0	3	1	2	32	54	110	333	15	45
U-ORG	1	1	4	6	0	1	1	0	3	0	4	25	55	142	21	485	131
U-PER	0	1	0	10	0	0	0	0	0	0	2	43	73	125	12	13	325
f1:  (93.09995716677699, 64.44148493424339, 65.58793629278212, 65.00965656226384)
...training the model
Epoch: 1 Loss: 0.368983 Error: 0.105004 Time: 134.931608 seconds
Dev Err: 0.082553 Time: 8.412632 seconds
bos	b-LOC	b-MISC	b-ORG	b-PER	i-LOC	i-MISC	i-ORG	i-PER	l-LOC	l-MISC	l-ORG	l-PER	o	u-LOC	u-MISC	u-ORG	u-PER
b-LOC	465	14	98	399	0	0	9	0	0	0	4	0	62	41	1	21	9
b-MISC	242	350	238	428	0	1	7	3	0	0	0	11	178	54	43	6	33
b-ORG	192	45	1260	740	0	0	12	13	5	0	0	8	108	91	66	49	33
b-PER	50	1	35	6133	0	0	11	66	0	0	0	31	15	13	0	4	20
i-LOC	1	0	1	6	110	18	81	98	11	0	0	2	51	0	0	0	0
i-MISC	6	12	7	147	45	87	183	112	40	3	13	46	288	0	0	0	0
i-ORG	13	0	68	121	44	25	1248	238	35	1	69	86	312	43	0	10	8
i-PER	0	0	0	16	11	0	12	1376	0	0	0	59	65	22	0	0	5
l-LOC	0	0	0	4	0	1	5	14	620	13	99	439	63	35	11	0	0
l-MISC	0	0	0	4	0	2	3	9	191	270	214	493	234	62	9	5	14
l-ORG	0	0	5	1	0	8	28	0	173	17	1344	809	130	129	5	30	0
l-PER	0	0	0	7	0	0	0	17	71	0	26	8063	14	32	7	26	8
o	31	17	89	967	10	12	119	286	31	36	95	626	212125	1066	214	120	373
u-LOC	34	16	44	147	0	0	0	0	30	0	4	223	574	8467	492	92	605
u-MISC	14	29	56	227	0	0	4	0	1	0	0	198	381	700	2536	65	235
u-ORG	10	5	26	73	0	1	0	1	4	5	14	105	471	952	216	3380	890
u-PER	0	4	2	104	0	0	0	1	4	0	3	256	493	997	76	93	1995
bos	B-LOC	B-MISC	B-ORG	B-PER	I-LOC	I-MISC	I-ORG	I-PER	L-LOC	L-MISC	L-ORG	L-PER	O	U-LOC	U-MISC	U-ORG	U-PER
B-LOC	104	4	17	89	0	0	1	0	0	0	0	0	11	8	0	3	2
B-MISC	47	63	34	80	0	0	2	1	0	0	0	2	29	11	5	2	3
B-ORG	37	8	218	131	0	0	1	1	1	0	0	1	13	14	8	7	5
B-PER	11	0	6	1180	0	0	1	13	0	0	0	4	3	2	0	1	4
I-LOC	0	0	0	2	0	1	12	3	2	0	0	0	6	0	0	0	0
I-MISC	0	3	1	25	0	3	27	4	8	0	2	8	34	0	0	0	0
I-ORG	2	0	10	17	0	1	158	20	7	0	9	13	49	4	0	8	1
I-PER	0	0	0	4	0	0	2	38	0	0	0	10	13	5	0	0	1
L-LOC	0	0	0	1	0	1	1	2	120	2	17	77	12	5	1	0	0
L-MISC	0	0	0	1	0	0	0	1	48	43	36	84	49	12	1	1	3
L-ORG	0	0	1	0	0	2	3	0	37	1	217	126	32	20	1	5	0
L-PER	0	0	0	1	0	0	0	2	15	0	5	1188	5	4	1	4	0
O	6	3	16	205	0	1	17	20	8	5	15	118	42062	175	29	21	58
U-LOC	6	7	6	23	0	0	0	0	3	0	1	29	73	1277	73	13	82
U-MISC	0	4	9	34	0	0	1	0	0	0	0	26	38	90	382	15	38
U-ORG	2	1	7	11	0	1	0	0	1	1	1	13	50	144	34	494	120
U-PER	0	1	0	14	0	0	0	0	0	0	1	35	73	141	12	13	314
f1:  (93.1836766481056, 64.28454886604666, 66.75703151474076, 65.49746488238716)
...training the model
Epoch: 1 Loss: 0.368684 Error: 0.104325 Time: 135.495187 seconds
Dev Err: 0.088550 Time: 8.384398 seconds
bos	b-LOC	b-MISC	b-ORG	b-PER	i-LOC	i-MISC	i-ORG	i-PER	l-LOC	l-MISC	l-ORG	l-PER	o	u-LOC	u-MISC	u-ORG	u-PER
b-LOC	488	13	80	384	0	1	10	0	4	0	6	5	71	48	2	9	2
b-MISC	301	336	231	388	0	0	25	3	3	0	1	14	174	79	16	1	22
b-ORG	261	31	1233	686	0	1	48	1	6	0	0	9	97	117	35	70	27
b-PER	52	1	29	6110	3	0	15	76	1	0	1	44	19	15	0	4	9
i-LOC	0	1	0	5	120	20	74	97	13	0	0	0	49	0	0	0	0
i-MISC	7	12	8	65	70	76	198	177	43	3	11	55	264	0	0	0	0
i-ORG	16	0	56	75	58	30	1276	250	41	0	99	81	286	37	0	10	6
i-PER	0	0	0	18	15	0	8	1380	0	0	0	50	68	22	0	0	5
l-LOC	0	0	0	4	0	0	6	13	651	7	85	431	63	34	10	0	0
l-MISC	0	0	0	1	0	1	12	3	253	247	184	519	218	58	1	0	13
l-ORG	0	0	11	1	0	5	26	2	224	27	1313	822	112	113	5	18	0
l-PER	0	0	0	9	0	0	0	14	81	2	16	8072	13	27	5	26	6
o	40	19	112	853	18	16	127	365	72	34	84	1198	211176	1540	193	90	280
u-LOC	45	10	17	154	0	0	0	0	53	0	18	484	622	8525	337	39	424
u-MISC	24	22	40	242	0	0	13	0	11	1	8	355	365	821	2312	46	186
u-ORG	14	4	35	79	0	2	3	0	15	2	33	253	495	1118	184	3210	706
u-PER	1	4	1	90	0	0	0	1	6	1	12	417	506	1169	61	88	1671
bos	B-LOC	B-MISC	B-ORG	B-PER	I-LOC	I-MISC	I-ORG	I-PER	L-LOC	L-MISC	L-ORG	L-PER	O	U-LOC	U-MISC	U-ORG	U-PER
B-LOC	113	3	12	85	0	0	1	0	1	0	1	1	13	5	0	3	1
B-MISC	59	60	34	69	0	0	4	1	1	0	0	3	34	11	1	0	2
B-ORG	48	7	212	122	0	0	5	0	1	0	0	1	14	18	3	10	4
B-PER	12	0	3	1176	1	0	3	13	0	0	0	7	5	2	0	1	2
I-LOC	0	0	0	1	0	2	14	4	2	0	0	0	3	0	0	0	0
I-MISC	1	3	1	11	0	5	28	14	8	1	1	7	35	0	0	0	0
I-ORG	3	0	13	13	1	5	159	19	7	0	13	11	48	4	0	3	0
I-PER	0	0	0	5	0	0	1	36	0	0	0	9	16	5	0	0	1
L-LOC	0	0	0	1	0	0	1	2	128	2	13	75	12	4	1	0	0
L-MISC	0	0	0	0	0	0	2	0	58	38	31	87	51	11	0	0	1
L-ORG	0	0	3	0	0	2	5	0	44	1	212	121	35	17	1	4	0
L-PER	0	0	0	1	0	0	0	2	17	0	3	1188	5	3	1	4	1
O	8	3	14	167	0	2	18	28	15	5	12	193	41989	225	25	19	36
U-LOC	8	3	2	22	0	0	0	0	7	0	2	67	84	1277	52	8	61
U-MISC	3	2	6	40	0	0	3	0	1	0	1	45	43	109	347	13	24
U-ORG	1	1	7	9	0	1	0	0	4	0	6	31	64	158	29	467	102
U-PER	0	1	0	12	0	0	0	0	1	0	2	57	78	163	8	13	269
f1:  (92.82348818192439, 64.73176510407852, 64.808539478143, 64.77012954025908)
...training the model
Epoch: 1 Loss: 0.368552 Error: 0.103981 Time: 134.950376 seconds
Dev Err: 0.079652 Time: 8.386591 seconds
bos	b-LOC	b-MISC	b-ORG	b-PER	i-LOC	i-MISC	i-ORG	i-PER	l-LOC	l-MISC	l-ORG	l-PER	o	u-LOC	u-MISC	u-ORG	u-PER
b-LOC	521	21	98	330	0	0	12	0	4	0	8	0	62	31	4	25	7
b-MISC	348	349	279	283	0	0	21	4	0	0	0	11	154	61	42	3	39
b-ORG	264	28	1380	548	0	0	36	6	0	0	0	7	99	92	39	97	26
b-PER	83	3	41	6089	1	1	30	54	0	0	1	21	25	7	0	0	23
